id	name	definition	source_id	related_id		
34972C9911094421AF0034DEB350680E	Fat Bike Wheelset	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="3307818124184239A5E19F5EF624CFC4"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="6366853A7D5248179A8EB8FB32815565"&gt;&lt;/variable&gt;&lt;named-constant id="15E9147D35FB4DA2BE309AEE50BC7D02"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="2910C62A753C406EA7283E7502853B87"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="D81D79596246475BBCC86A8E6C11F20F"&gt;&lt;/variable&gt;&lt;named-constant id="52BA807AC66545C68AF39E73EDEA0089"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0AFCA8613A7D459DB1076F950F88717E			
3550430296EC4EC8B9F5D2BF7A2202F0	Fat Bike Frame Sizes	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="900E27BF40D34FDA9C863EBB5AEA6DA9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="860C5844157C4505B0B6E473446355AB"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="F7074143B2E14E85ABB1A9EE5B651F6E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
35D8240A04384296AD7EE0DDD14F7B69	Fat Bike Pedal	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="F80A41BC231846A5BE8D9A085048A769"&gt;&lt;/variable&gt;&lt;named-constant id="3110F1E658AB4A6BBC20489CDF82C80F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	D4BA81DFFE434B36B25BD7987FD2D88F			
38154ADA9A574102AE9D8EDC0FDCEE0C	Road Bike Fork	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="7D3BD5DC755846C68BD228F4F14B5E18"&gt;&lt;/variable&gt;&lt;named-constant id="6570C32CF86C407F9F69B4806EA447EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="320A1CE40FB94E9C92896DB523BE78CD"&gt;&lt;/variable&gt;&lt;named-constant id="8E4BDCAEAA0E4F6E8FD0563F25BFADFE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	F45D3BB1BC5D46AEBE9C6E2D65887DFF			
38E5E4092FE642178D374EE832EDC65C	X-Small/Small Dropbar	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="0B969B5BBFDA4B8C8707D12EC7E06C32"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="084C96CB0A224188B19429E5F062DF0E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	53F3A173347E4631B71DD06BFCD38627			
3A5D9F15275347BEA485B5A0F8A9EF41	Drop Handlebar	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="0B969B5BBFDA4B8C8707D12EC7E06C32"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="084C96CB0A224188B19429E5F062DF0E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="AF3103163AF5434AA9901ED6DE21876B"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="FA18EEF1F8DB4F029AA7C2A05047F19C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	53F3A173347E4631B71DD06BFCD38627			
3FA86DF13D754D58B9487616C2E749D6	Fat Bike Sizes	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;NOT&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/NOT&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	534B0B2819BD48D58E133D39E6BC596C			
44263E49729F41838837E411F3465B12	Mountain Bike Pedal	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="F80A41BC231846A5BE8D9A085048A769"&gt;&lt;/variable&gt;&lt;named-constant id="0F2F8143D20F40A3AD09ADD411CE641E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	D4BA81DFFE434B36B25BD7987FD2D88F			
4612F997D7D7438F9C78B3496806CDFD	26" Wheelset	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="6366853A7D5248179A8EB8FB32815565"&gt;&lt;/variable&gt;&lt;named-constant id="F03552CE264F4EFEB495622B8DF97CD9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="29AC9A2391AD41E5A120F94C86586939"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="6CD77033AFF14CDEAB73C83FB6FD5D78"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="1A467A45748F4F76ACF49A393B1F8DFC"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	441C39D9CBFC4B6FB9FB2A7FA96B8354			
46B0409E291748818D44E0C83223EBBD	Large Fat Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="9CC4BEFF684B46F798CBB38BA3C04F56"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
472E0EE6BA764C6DA372E1C498114DEA	Mountain Bike Fork	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="7D3BD5DC755846C68BD228F4F14B5E18"&gt;&lt;/variable&gt;&lt;named-constant id="179EBF2BF1154BABA955983453B889E5"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="320A1CE40FB94E9C92896DB523BE78CD"&gt;&lt;/variable&gt;&lt;named-constant id="8E4BDCAEAA0E4F6E8FD0563F25BFADFE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	F45D3BB1BC5D46AEBE9C6E2D65887DFF			
49A09262903D40D28ECA5FBD973FE594	Mountain Bike Handlebar Assembly	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="F9286CC5DCE640B5B26255B064AFBB84"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="9A765453105B4456BF4AAC7863FE9A7F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	45BF68FC62DF4F9195424E118AA778F1			
4AF7080872A643978F0EEE6C7859D184	Fat Bike Handlebar Assembly	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="2B5EC81A5CA2405EAF801C0492E95316"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="9A483AD6171C4269BAC7D002F0581B3A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	45BF68FC62DF4F9195424E118AA778F1			
4B425B32B7314DA2A7E65A6A0881EC49	Road Bike Derailleur Material	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="199DC979D2874964BDA9871CBA809E2D"&gt;&lt;/variable&gt;&lt;named-constant id="30D5C2027A6B46F885A0CED29589C6E9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0089CDF2BD3C44288B9646A88EC10A54			
4C293C2A373A4A34A5AE6F42F08E8483	Fat Bike Frame Colors	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="87F9EB4D28904C1CB17A86A39AE66835"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="CEC3D9D7CDF14EB59A9060339F623878"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
4D07A426CA6D498D9FE0A341A4A2368F	Mountain Bike Shocks	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="2D9B7374C64243E48AFE004098CD0193"&gt;&lt;/variable&gt;&lt;named-constant id="C97282020BA94EBCA2A49FDA52FF23E4"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	9228C7C6FFEB4FF59573D6FB3296C4A0			
4F11008C66CC4F8496623B5FF32C7001	X-Large Dropbar	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="0B969B5BBFDA4B8C8707D12EC7E06C32"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="FA18EEF1F8DB4F029AA7C2A05047F19C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	53F3A173347E4631B71DD06BFCD38627			
578C1734FE454345B58D340CC054E3DB	Fat Bike Chain	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"&gt;&lt;/variable&gt;&lt;named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	EC150EE12CA24D5FAC2BE319DD620603			
5B15F2522F0D45BFB501D941EAB13DF5	Road Bike Frame Material	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
602EE1C658AE40DEB9FB016ED3635D6E	27.5" Wheelset	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="6366853A7D5248179A8EB8FB32815565"&gt;&lt;/variable&gt;&lt;named-constant id="15E9147D35FB4DA2BE309AEE50BC7D02"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="3307818124184239A5E19F5EF624CFC4"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="DB55BDBB1C2F4D7B89D82F2D0C8AC7E9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	441C39D9CBFC4B6FB9FB2A7FA96B8354			
6146B9B72A6F4307AA9B6A603B1E5D74	X-Large Road Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="EB4D4F00837A4180AC5569C5DF1110F1"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
62E04B5104934032968A9A055C17E7F7	Medium Mtn/Fat Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
65E1D0E18A2441E499333AC678A5D22D	Large Steel Mtn Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="45E9CDE9E036474DB967E41AA5A191AD"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="5E15CE8DA4F2488F8F973EC7AF9A9886"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
