id	source_id	definition	string_notation
5FA45252E2AA45FCA74F40BA2F5952DF	4C438A843A21427789F566DB3BBB2ACC	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="F7074143B2E14E85ABB1A9EE5B651F6E"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [23 inches] AND [Frame Material] = Titanium
6030B8D52C8B44C794024EA131F1A856	4B07693DE1554239BF572ADA0A611445	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = 50cm AND [Frame Material] = [Aluminum Alloy]
6123E3D63B0D45AABFADF3B3F4C733CF	481CBB04481E493CA7D82FFC4D6D6504	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = [58.5cm] AND [Frame Material] = [Carbon Fiber]
615BB742C8E44D5B88B7BA6BFB568CCF	360D94B4E7F1427EAEBD7989A6251430	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="900E27BF40D34FDA9C863EBB5AEA6DA9"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [17 inches] AND [Frame Material] = Titanium
6294048ABDC24313B4C94EF9EB0C6237	C212FCBBE80A47BEB28B11207E9CA735	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="C4CF804DFF03421F97362CD4A592F7E4"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Matte Black] AND [Frame Size] = [46.5cm] AND [Frame Material] = [Aluminum Alloy]
63FDEC8E0B1A4F339D8356742BC94DCE	CF982E9C7EA941BEB488D19F453F8484	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Silver AND [Frame Size] = [55.5cm] AND [Frame Material] = [Aluminum Alloy]
64949A8ACCE348DF8FF4E2C4B2422944	9A4F85901D834E7CBB47BC5CF72F2576	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="860C5844157C4505B0B6E473446355AB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [19 inches] AND [Frame Material] = [Aluminum Alloy]
64A40059C8A940D4BEA147244127AEC6	5DE274A4C05749AB8B121DB328339455	<expression><AND><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="15E9147D35FB4DA2BE309AEE50BC7D02"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"></named-constant></EQ></AND></expression>	[Rim Size] = [26 inches] AND [Rim Width] = [1.95 inches]
6633EA8E34A348F4A7912076C77B5BB1	695B6B406ABC48DDB37D54306F3DE447	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Silver AND [Frame Size] = [58.5cm] AND [Frame Material] = [Carbon Fiber]
6636B68B452448C0BCBB45071C554C72	A380F09533EA4439892FAB6B307A792A	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="84EE381695124933A79919386A6F3972"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = 42cm AND [Frame Material] = [Carbon Fiber]
66DE88E4206C4CC6A04F53A50CE89878	26E906BA9D224AD78722C434AAE8DBD9	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = [58.5cm] AND [Frame Material] = [Aluminum Alloy]
67DCA595144B4170AD61441F939BA903	345A7321FA9A481FB0DDFAC9ED0239B3	<expression><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="5E15CE8DA4F2488F8F973EC7AF9A9886"></named-constant></EQ></AND></expression>	[Stem Length] = [2 inches] AND [Stem Material] = Steel
6A79122E4AE8440F98267233CC21659F	C87748C8FB094DB196E74245380B0FF5	<expression><AND><EQ><variable id="7D3BD5DC755846C68BD228F4F14B5E18"></variable><named-constant id="6570C32CF86C407F9F69B4806EA447EE"></named-constant></EQ><EQ><variable id="320A1CE40FB94E9C92896DB523BE78CD"></variable><named-constant id="E131455A526A46ABA459AAB717021DA2"></named-constant></EQ></AND></expression>	Travel = [No Travel] AND [Fork Material] = Steel
6AAF93CF12BC478B959524BD88436880	91635AD390C04E18A3CCEDCE6B94F9FD	<expression><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="1A0E18DB32A64A549AD9E4788FD00B04"></named-constant></EQ></expression>	[Cogs Combinations] = [11-34]
6C4D841184F94402A12966C1C9AF9D8D	47FB6CBEA0D140F3A3F76874208B2FFF	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [55.5cm] AND [Frame Material] = [Carbon Fiber]
6CD887BC2CF64EB8B3108A42A5DF9B3F	A7E9A236055C40D896369AB7BE8EBC1A	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [58.5cm] AND [Frame Material] = [Aluminum Alloy]
6E3A7842F5D149D4A222B7C86DE525C6	A1FD650545B94BDEA7443738743C318E	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="C4CF804DFF03421F97362CD4A592F7E4"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Matte Black] AND [Frame Size] = [46.5cm] AND [Frame Material] = [Carbon Fiber]
6EDB8B3BAF264A46A5F2765C7FB0A9E1	775CB48889C44322BAD44BDB26C1746B	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = [46.5cm] AND [Frame Material] = [Aluminum Alloy]
6EF9F51A237B474AA292768AD17D1BBF	5AAE858965614995B1BAB6738D121707	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = 50cm AND [Frame Material] = [Carbon Fiber]
70AA0D45C6234798919CDC19601E8152	94BD947C655C4381B14F134E0E3CA68F	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [46.5cm] AND [Frame Material] = [Carbon Fiber]
70B0C941C40E4DF7AFF3682E642625B5	F50D73CFB6BD42388D77CAFDA297C6CC	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="860C5844157C4505B0B6E473446355AB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [19 inches] AND [Frame Material] = Titanium
70DD87F686E448E6B4F25CDC169A8413	23EDB2698AF24C99AA1F591BB5FA9E64	<expression><AND><EQ><variable id="199DC979D2874964BDA9871CBA809E2D"></variable><named-constant id="D1AEA4A661FF46B2A780A8CC8D2AC81A"></named-constant></EQ><EQ><variable id="413F3E8FC699482F915CD089CB730477"></variable><named-constant id="091A33FB246B426F913B09B4B0D4D08F"></named-constant></EQ></AND></expression>	[Derailleur Material] = Aluminum AND [Cage Length] = Short
72D8A9E5FCCD4A68A4E709FA14D41FAF	D7F52E603A424A2CA93E981EE4A05EC2	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="84EE381695124933A79919386A6F3972"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = 42cm AND [Frame Material] = [Aluminum Alloy]
7329200A789D47FC9CF72CDCEEEC583C	C7FA9BD6921043A29D671C5E12523FF0	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="900E27BF40D34FDA9C863EBB5AEA6DA9"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [17 inches] AND [Frame Material] = [Carbon Fiber]
73460B3C93D64176A8C1954F4DB631D0	5D8867D99C174759BF17974EC6721E65	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="900E27BF40D34FDA9C863EBB5AEA6DA9"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = [17 inches] AND [Frame Material] = [Aluminum Alloy]
7505A614700A4AF086178AD9C3BB95F0	448D3F6309FA4D549B2AC41E9F269857	<expression><AND><EQ><variable id="7D3BD5DC755846C68BD228F4F14B5E18"></variable><named-constant id="179EBF2BF1154BABA955983453B889E5"></named-constant></EQ><EQ><variable id="320A1CE40FB94E9C92896DB523BE78CD"></variable><named-constant id="8E4BDCAEAA0E4F6E8FD0563F25BFADFE"></named-constant></EQ></AND></expression>	Travel = [150-170mm] AND [Fork Material] = Aluminum
777F65672C0A48038D53A2F99F9A152F	DB7A5CC207D841C89E447FEC87070FF0	<expression><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="D4F1CCA2E2EC4DAB8C05CB99C5AA2949"></named-constant></EQ></expression>	[Cogs Combinations] = [10-42]
791EA55ED37E478299F7D7BBE4D4EE06	D8CC33A65CDB418C8E7D2B3245E84BC3	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [55.5cm] AND [Frame Material] = [Aluminum Alloy]
79DEB87FA4BB4B80B0B0B232209F369F	F4CF273EA5AC43EAB917FD5C95ADDF25	<expression><AND><EQ><variable id="D9DA735CE7B54AA79A71646334CD3D48"></variable><named-constant id="94FA6F6D57684720AFC5F44B7F1D7FC2"></named-constant></EQ><EQ><variable id="B253CC97FEFF45F6B5E086FBB323AB53"></variable><named-constant id="3CF6B5E26CBB49C9B30AE362DDFF9BEF"></named-constant></EQ><EQ><variable id="137AB4D5A3884BEF9751738E9D6E6B6A"></variable><named-constant id="49CF6FDC6CFF4FA1A6A4DD9502821C9E"></named-constant></EQ></AND></expression>	[Crankarm Length] = 175mm AND [Crankset Material] = [Carbon Fiber] AND [Chainring Setup] = Standard
7A9C41028AB54730BA87994021F0F04C	35D75C7DD52F4E57AFD18EFB756CDEF2	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = 50cm AND [Frame Material] = [Aluminum Alloy]
7ADAE4C44B764DD199E448225168E665	CDC0138CFF3F439DBB5C5320103769D0	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="C4CF804DFF03421F97362CD4A592F7E4"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Matte Black] AND [Frame Size] = [58.5cm] AND [Frame Material] = [Carbon Fiber]
7C279DC06BEC48C49C9EE93E59EE635E	F31F063E98FF49499F85D505397F2CC8	<expression><EQ><variable id="BCFEACD2D00D4E6C8560B20BE2E34D34"></variable><named-constant id="848C6DE78E3A4F92BB2006E7F5F07192"></named-constant></EQ></expression>	[Brake Lever Type] = [Cantilever Brake Lever]
7C2EDB134DC04ECBB9B10BC1D9E385AB	2DBA6DF02B59479C97BFFF26A1A9F8BE	<expression><AND><EQ><variable id="135FC145CCD24E289B799A293A996B9B"></variable><named-constant id="F9286CC5DCE640B5B26255B064AFBB84"></named-constant></EQ><EQ><variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"></variable><named-constant id="9A765453105B4456BF4AAC7863FE9A7F"></named-constant></EQ></AND></expression>	[Handlebar Type] = [Riser Bar] AND [Handlebar Width] = [30.7 inches]
7D9D3064FBBC414E8C94F3D563021C52	64F1DD352AF64AE19230B1CE2DD2812F	<expression><AND><EQ><variable id="199DC979D2874964BDA9871CBA809E2D"></variable><named-constant id="30D5C2027A6B46F885A0CED29589C6E9"></named-constant></EQ><EQ><variable id="413F3E8FC699482F915CD089CB730477"></variable><named-constant id="091A33FB246B426F913B09B4B0D4D08F"></named-constant></EQ></AND></expression>	[Derailleur Material] = [Carbon Fiber] AND [Cage Length] = Short
7F221BFEE33D4C878759F372E96BE34C	FA2F6C08C0AF4D7D9121D9C774104CDC	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Silver AND [Frame Size] = [46.5cm] AND [Frame Material] = [Aluminum Alloy]
83F6A5A92FEB4822B006EE73B043F322	C0BA34A491C945D7BD398B3DF2E982DA	<expression><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="30548FF262994EEBBCFB2BA7C2B02853"></named-constant></EQ></expression>	[Cogs Combinations] = [11-28]
8590A3B6F96F4DEA8BD8143A230606DB	DE0F512255124EEF971AC6B251C17EFF	<expression><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="8A0805F535D248BDBF2AC8B144A36C14"></named-constant></EQ></expression>	[Cogs Combinations] = [11-46]
88883D87990547188C479535234335B8	E988FF1106D642B189A343967D7CB0E5	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = [58.5cm] AND [Frame Material] = [Aluminum Alloy]
8A59A2537CA24583AA2420431AD89A9B	B24BA61ADEAE42D5B77881B8AFB6AE68	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="F7074143B2E14E85ABB1A9EE5B651F6E"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [23 inches] AND [Frame Material] = Titanium
8C445F8FA9954265A206674C86334BB8	7D985D682B024C7DACD40493A2508574	<expression><AND><EQ><variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"></variable><named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"></named-constant></EQ><OR><EQ><variable id="135FC145CCD24E289B799A293A996B9B"></variable><named-constant id="2B5EC81A5CA2405EAF801C0492E95316"></named-constant></EQ><EQ><variable id="135FC145CCD24E289B799A293A996B9B"></variable><named-constant id="F9286CC5DCE640B5B26255B064AFBB84"></named-constant></EQ></OR></AND></expression>	Speed = [11-Speed] AND ([Handlebar Type] = [Flat Bar] OR [Handlebar Type] = [Riser Bar])
8C7E7DD4374040AA99035876A45ED06F	A03A2E7E8A93499F9E3DBD10E52EFD14	<expression><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="5AC5C5429C93497D958E9F1357423FBE"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></expression>	[Stem Length] = [4.3 inches] AND [Stem Material] = Aluminum
8CDD61B4463F451B8448AD2F80C99A6F	4B5C2D4F5ABD435A8E16517F99BDBD95	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="C4CF804DFF03421F97362CD4A592F7E4"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Matte Black] AND [Frame Size] = [58.5cm] AND [Frame Material] = [Aluminum Alloy]
98AA91E5B8814959B7647299E0E162D2	2FB9BEF9785C4B20906327AE67BEAE04	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="860C5844157C4505B0B6E473446355AB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [19 inches] AND [Frame Material] = [Carbon Fiber]
98FDB761B1C642E782F2030DFEB554E9	A69C9933CC944A138CCBB91EF25D796A	<expression><EQ><variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"></variable><named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"></named-constant></EQ></expression>	Speed = [11-Speed]
9D5BEE9B669545359F0BE810E68EB54D	873974D0D6CD4B8C8512FB7C9701EC61	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="84EE381695124933A79919386A6F3972"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Silver AND [Frame Size] = 42cm AND [Frame Material] = [Aluminum Alloy]
A1ABA2A33D1B48F096358260FADD3244	5E2B8F4B9E414E56B68AEBF56E2CD4ED	<expression><AND><EQ><variable id="199DC979D2874964BDA9871CBA809E2D"></variable><named-constant id="D1AEA4A661FF46B2A780A8CC8D2AC81A"></named-constant></EQ><EQ><variable id="413F3E8FC699482F915CD089CB730477"></variable><named-constant id="A9B28362CC894EB2871D0CBACFE7A0F3"></named-constant></EQ></AND></expression>	[Derailleur Material] = Aluminum AND [Cage Length] = Long
A459D78081D84FDD95D9DE9718FD0D11	7AE82ACEA79849B591EDA2AE0623EBB7	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [55.5cm] AND [Frame Material] = [Carbon Fiber]
