id	item_number	definition	string_notation	description
472E0EE6BA764C6DA372E1C498114DEA	00000384	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="7D3BD5DC755846C68BD228F4F14B5E18"></variable><named-constant id="179EBF2BF1154BABA955983453B889E5"></named-constant></EQ><EQ><variable id="320A1CE40FB94E9C92896DB523BE78CD"></variable><named-constant id="8E4BDCAEAA0E4F6E8FD0563F25BFADFE"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN Travel = [150-170mm] AND [Fork Material] = Aluminum	Mountain Bike Fork
49A09262903D40D28ECA5FBD973FE594	00000385	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="135FC145CCD24E289B799A293A996B9B"></variable><named-constant id="F9286CC5DCE640B5B26255B064AFBB84"></named-constant></EQ><EQ><variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"></variable><named-constant id="9A765453105B4456BF4AAC7863FE9A7F"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Handlebar Type] = [Riser Bar] AND [Handlebar Width] = [30.7 inches]	Mountain Bike Handlebar Assembly
4AF7080872A643978F0EEE6C7859D184	00000386	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="135FC145CCD24E289B799A293A996B9B"></variable><named-constant id="2B5EC81A5CA2405EAF801C0492E95316"></named-constant></EQ><EQ><variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"></variable><named-constant id="9A483AD6171C4269BAC7D002F0581B3A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN [Handlebar Type] = [Flat Bar] AND [Handlebar Width] = [24.4 inches]	Fat Bike Handlebar Assembly
4B425B32B7314DA2A7E65A6A0881EC49	00000387	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="199DC979D2874964BDA9871CBA809E2D"></variable><named-constant id="30D5C2027A6B46F885A0CED29589C6E9"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN [Derailleur Material] = [Carbon Fiber]	Road Bike Derailleur Material
4C293C2A373A4A34A5AE6F42F08E8483	00000388	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN [Frame Color] = Red OR [Frame Color] = [Black/Yellow] OR [Frame Color] = [Glossy Black]	Fat Bike Frame Colors
4D07A426CA6D498D9FE0A341A4A2368F	00000389	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="2D9B7374C64243E48AFE004098CD0193"></variable><named-constant id="C97282020BA94EBCA2A49FDA52FF23E4"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN Shocks = [Rear Shocks]	Mountain Bike Shocks
4F11008C66CC4F8496623B5FF32C7001	00000390	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="135FC145CCD24E289B799A293A996B9B"></variable><named-constant id="0B969B5BBFDA4B8C8707D12EC7E06C32"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><EQ><variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"></variable><named-constant id="FA18EEF1F8DB4F029AA7C2A05047F19C"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Handlebar Type] = [Drop Bar] AND [Bicycle Size] = [X-Large] THEN [Handlebar Width] = [17.3 inches]	X-Large Dropbar
578C1734FE454345B58D340CC054E3DB	00000391	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"></variable><named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN Speed = [11-Speed]	Fat Bike Chain
5B15F2522F0D45BFB501D941EAB13DF5	00000392	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN [Frame Material] = [Aluminum Alloy] OR [Frame Material] = [Carbon Fiber]	Road Bike Frame Material
602EE1C658AE40DEB9FB016ED3635D6E	00000393	<expression><IMPLICATION><CONDITION><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="15E9147D35FB4DA2BE309AEE50BC7D02"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="3307818124184239A5E19F5EF624CFC4"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="DB55BDBB1C2F4D7B89D82F2D0C8AC7E9"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Rim Size] = [26 inches] THEN [Rim Width] = [3.9 inches] OR [Rim Width] = [2.3 inches] OR [Rim Width] = [1.95 inches]	27.5" Wheelset
6146B9B72A6F4307AA9B6A603B1E5D74	00000394	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="EB4D4F00837A4180AC5569C5DF1110F1"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] AND [Bicycle Size] = [X-Large] THEN [Stem Length] = [3.9 inches] AND [Stem Material] = Aluminum	X-Large Road Bike Stem
62E04B5104934032968A9A055C17E7F7	00000395	<expression><IMPLICATION><CONDITION><AND><OR><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF ([Bicycle Type] = [Mountain Bike] OR [Bicycle Type] = [Fat Bike]) AND [Bicycle Size] = Medium THEN [Stem Length] = [2 inches] AND [Stem Material] = Aluminum	Medium Mtn/Fat Bike Stem
65E1D0E18A2441E499333AC678A5D22D	00000396	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="45E9CDE9E036474DB967E41AA5A191AD"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="5E15CE8DA4F2488F8F973EC7AF9A9886"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] AND [Bicycle Size] = Large AND [Frame Material] = [Stainless Steel] THEN [Stem Length] = [2 inches] AND [Stem Material] = Steel	Large Steel Mtn Bike Stem
67B1803C056F41C9ADCABB97CD1BB09D	00000397	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="199DC979D2874964BDA9871CBA809E2D"></variable><named-constant id="D1AEA4A661FF46B2A780A8CC8D2AC81A"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN [Derailleur Material] = Aluminum	Fat Bike Derailleur Material
786F6DF0214C46F3AF5B5F8835663EF1	00000398	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="D2B39C1CE2F54BB7A767CE7E9ECC7FFF"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] AND [Bicycle Size] = Small THEN [Stem Length] = [2.75 inches] AND [Stem Material] = Aluminum	Small Road Bike Stem
79E4A405EC484472B334F49C3DEA3710	00000399	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="D4F1CCA2E2EC4DAB8C05CB99C5AA2949"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN [Cogs Combinations] = [10-42]	Fat Bike Rear Cassette
7C252B022C3D4FF9A1D2A3F8AD7B929A	00000400	<expression><IMPLICATION><CONDITION><AND><OR><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF ([Bicycle Type] = [Mountain Bike] OR [Bicycle Type] = [Fat Bike]) AND [Bicycle Size] = Large THEN [Frame Size] = [21 inches]	Mtn/Fat Bike Large Frame
807277E18E834C1592DA5997097E9385	00000401	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"></variable><named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN Speed = [11-Speed]	Mountain Bike Chain
80C33CE0AA864CC6850E036940B18581	00000402	<expression><IMPLICATION><CONDITION><AND><OR><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF ([Bicycle Type] = [Mountain Bike] OR [Bicycle Type] = [Fat Bike]) AND [Bicycle Size] = Small THEN [Stem Length] = [2 inches] AND [Stem Material] = Aluminum	Small Mtn/Fat Bike Stem
81CC3EB7AA0741B9BF38C504FE5DDA9C	00000403	<expression><IMPLICATION><CONDITION><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="BA0B1591E8F144FC9E0D0551727BDD5A"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="E5CD0504052F4C749AA667C88BD35744"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="0CF1FDAE3A054376AC13BCFDDBBEC0E6"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="5C916EBF76494F089FF901AAE2DCD355"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Tire Size] = 700c THEN [Tire Width] = 23c OR [Tire Width] = 25c OR [Tire Width] = 28c	700c Tires
8F518A29FFAE44F6808FC807D056940E	00000404	<expression><IMPLICATION><CONDITION><EQ><variable id="413F3E8FC699482F915CD089CB730477"></variable><named-constant id="091A33FB246B426F913B09B4B0D4D08F"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="30548FF262994EEBBCFB2BA7C2B02853"></named-constant></EQ><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="4D7BEE766472476BA345B4FB2B3EAFBE"></named-constant></EQ><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="D7D1EAB7BCEF4E549012F45FB13C6A60"></named-constant></EQ><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="0E53DE3ADA99459E889C820D4FC55CC8"></named-constant></EQ><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="1A0E18DB32A64A549AD9E4788FD00B04"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Cage Length] = Short THEN [Cogs Combinations] = [11-28] OR [Cogs Combinations] = [11-30] OR [Cogs Combinations] = [11-25] OR [Cogs Combinations] = [11-42] OR [Cogs Combinations] = [11-34]	Short Derailleur
9005D9A5D5634BE993492392ECC3F2C4	00000405	<expression><IMPLICATION><CONDITION><EQ><variable id="D9DA735CE7B54AA79A71646334CD3D48"></variable><named-constant id="94FA6F6D57684720AFC5F44B7F1D7FC2"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Crankarm Length] = 175mm THEN [Bicycle Size] = Large OR [Bicycle Size] = [X-Large]	175mm Crank Arm
90DC96436C704E9FB72EB044BEE9308D	00000406	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="CC576077E21F4D52BA6D559EF638A2A8"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] AND [Bicycle Size] = Medium THEN [Stem Length] = [3.5 inches] AND [Stem Material] = Aluminum	Medium Road Bike Stem
9147E54EE7B346EABB2851027B36A462	00000407	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"></variable><named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN Speed = [11-Speed]	Road Bike Chain
92489F5319104B46AB265ED9AB3D1B9A	00000408	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="B253CC97FEFF45F6B5E086FBB323AB53"></variable><named-constant id="A5D9F1EB9A1D4B9A956A02DDAE7652EA"></named-constant></EQ><EQ><variable id="137AB4D5A3884BEF9751738E9D6E6B6A"></variable><named-constant id="31256E112BC44C89A77D4A588234CAA0"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Crankset Material] = [Aluminum Alloy] AND [Chainring Setup] = Triple	Mountain Bike Chainring/Crankset Material
9B8EE59548704A8E965806FE3B0DAEC1	00000409	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="9CC4BEFF684B46F798CBB38BA3C04F56"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] AND [Bicycle Size] = Large AND [Frame Material] = [Aluminum Alloy] THEN [Stem Length] = [2.3 inches] AND [Stem Material] = Aluminum	Large Mtn Bike Stem
A1EA0B04AC3B4432B516714906AD3BF1	00000410	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="0E53DE3ADA99459E889C820D4FC55CC8"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN [Cogs Combinations] = [11-42]	Road Bike Rear Cassette
A42FA7F6622B40219C439C5F862761ED	00000411	<expression><IMPLICATION><CONDITION><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="8559DF3846014E008B65B3133CEC1271"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="DB55BDBB1C2F4D7B89D82F2D0C8AC7E9"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Rim Size] = [29 inches] THEN [Rim Width] = [1.95 inches] OR [Rim Width] = [2.3 inches]	700c Wheelset
AAEE81C23EE64A8D987F60C68A9A9EB2	00000412	<expression><IMPLICATION><CONDITION><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="7751C77C9F8B488F81EA988048D12A94"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="920C9A02D79C4EFBA2E7098BAB913BF7"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="62343919C2CB4C6D93E26A09CC51A427"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Tire Size] = [27.5 inches] THEN [Tire Width] = [1.95 inches] OR [Tire Width] = [2.3 inches]	27.5" Tires
AC19467F9BB043E39696D9FF8C96C724	00000413	<expression><IMPLICATION><CONDITION><EQ><variable id="135FC145CCD24E289B799A293A996B9B"></variable><named-constant id="2B5EC81A5CA2405EAF801C0492E95316"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"></variable><named-constant id="9A483AD6171C4269BAC7D002F0581B3A"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Handlebar Type] = [Flat Bar] THEN [Handlebar Width] = [24.4 inches]	Flat Handlebar
AC34D084AEAE48FDA3DDA5F3ED25A100	00000414	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN [Bicycle Size] = Small OR [Bicycle Size] = Medium OR [Bicycle Size] = Large OR [Bicycle Size] = [X-Large] OR [Bicycle Size] = [X-Small]	Road Bike Sizes
B2B978D5622844649376A65CF3B5DDB7	00000415	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="785B653D5FCB4EFAA22233667DFADB61"></variable><named-constant id="E8CC4C9A1F8D401183D6B64B4F94177C"></named-constant></EQ><EQ><variable id="EAD8CFDF9E794159AEEE3702498FFBFE"></variable><named-constant id="C545A3F992FC49DD889993240F2A2AE9"></named-constant></EQ><EQ><variable id="F35D72593E9646A4B7C4DAA0A03283F8"></variable><named-constant id="A31A5022A60746CDAD154E583C5EEBDC"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Seatpost Material] = Aluminum AND [Seatpost Suspension] = [Mechanical Suspension] AND [Saddle Material] = Nylon	Mountain Bike Seat
B5D97363B1374296A9DF34E35AFEAD8A	00000416	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="BA0B1591E8F144FC9E0D0551727BDD5A"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="0CF1FDAE3A054376AC13BCFDDBBEC0E6"></named-constant></EQ><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="F03552CE264F4EFEB495622B8DF97CD9"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="6CD77033AFF14CDEAB73C83FB6FD5D78"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN [Tire Size] = 700c AND [Tire Width] = 25c AND [Rim Size] = 700c AND [Rim Width] = 25c	Road Bike Wheelset
